RecordId,StudentId,StudentName,Gender,Course,Skill,Score,Attendance,SessionDate
641,81,Ali Al Qubaisi,Male,Data Analysis,Visualization,48,Present,2024-08-29
642,81,Ali Al Qubaisi,Male,Data Analysis,SQL Basics,40,Present,2024-07-04
643,81,Ali Al Qubaisi,Male,Data Analysis,SQL Basics,74,Present,2024-07-30
644,81,Ali Al Qubaisi,Male,Data Analysis,Power BI,45,Present,2024-09-09
645,81,Ali Al Qubaisi,Male,Data Analysis,Excel,60,Present,2024-08-15
646,81,Ali Al Qubaisi,Male,Data Analysis,Data Cleaning,54,Present,2024-09-11
647,81,Ali Al Qubaisi,Male,Data Analysis,Statistics,54,Present,2024-09-05
648,81,Ali Al Qubaisi,Male,Data Analysis,Statistics,57,Present,2024-08-08
649,82,Nasser Al Suwaidi,Male,Web Development,Responsive Design,96,Present,2024-08-23
650,82,Nasser Al Suwaidi,Male,Web Development,JavaScript,70,Present,2024-09-18
651,82,Nasser Al Suwaidi,Male,Web Development,Forms,100,Present,2024-07-02
652,82,Nasser Al Suwaidi,Male,Web Development,APIs,84,Present,2024-09-10
653,82,Nasser Al Suwaidi,Male,Web Development,APIs,74,Present,2024-07-18
654,82,Nasser Al Suwaidi,Male,Web Development,Responsive Design,74,Absent,2024-07-01
655,82,Nasser Al Suwaidi,Male,Web Development,JavaScript,91,Present,2024-09-27
656,82,Nasser Al Suwaidi,Male,Web Development,HTML/CSS,87,Present,2024-09-24
657,83,Khalid Al Neyadi,Male,IT Fundamentals,Operating Systems,76,Present,2024-08-22
658,83,Khalid Al Neyadi,Male,IT Fundamentals,Hardware,73,Present,2024-09-03
659,83,Khalid Al Neyadi,Male,IT Fundamentals,Troubleshooting,75,Present,2024-09-10
660,83,Khalid Al Neyadi,Male,IT Fundamentals,Security Basics,58,Present,2024-07-20
661,83,Khalid Al Neyadi,Male,IT Fundamentals,Hardware,87,Present,2024-07-25
662,83,Khalid Al Neyadi,Male,IT Fundamentals,Operating Systems,81,Present,2024-07-14
663,83,Khalid Al Neyadi,Male,IT Fundamentals,Security Basics,66,Present,2024-08-02
664,83,Khalid Al Neyadi,Male,IT Fundamentals,IT Support,76,Present,2024-07-03
665,84,Ali Al Zaabi,Male,Python Basics,OOP,80,Present,2024-08-16
666,84,Ali Al Zaabi,Male,Python Basics,Debugging,76,Present,2024-09-22
667,84,Ali Al Zaabi,Male,Python Basics,OOP,69,Present,2024-07-25
668,84,Ali Al Zaabi,Male,Python Basics,Functions,84,Present,2024-09-28
669,84,Ali Al Zaabi,Male,Python Basics,Data Types,65,Present,2024-09-02
670,84,Ali Al Zaabi,Male,Python Basics,OOP,84,Absent,2024-08-22
671,84,Ali Al Zaabi,Male,Python Basics,Debugging,68,Present,2024-09-21
672,84,Ali Al Zaabi,Male,Python Basics,OOP,63,Present,2024-08-02
673,85,Mohammed Al Zaabi,Male,Web Development,Forms,57,Present,2024-07-10
674,85,Mohammed Al Zaabi,Male,Web Development,APIs,63,Present,2024-08-02
675,85,Mohammed Al Zaabi,Male,Web Development,HTML/CSS,73,Present,2024-07-02
676,85,Mohammed Al Zaabi,Male,Web Development,Forms,41,Present,2024-09-13
677,85,Mohammed Al Zaabi,Male,Web Development,Debugging,67,Absent,2024-07-30
678,85,Mohammed Al Zaabi,Male,Web Development,Debugging,50,Present,2024-07-01
679,85,Mohammed Al Zaabi,Male,Web Development,Forms,81,Absent,2024-08-04
680,85,Mohammed Al Zaabi,Male,Web Development,Forms,62,Present,2024-08-23
681,86,Mohammed Al Falasi,Male,IT Fundamentals,Operating Systems,58,Present,2024-09-25
682,86,Mohammed Al Falasi,Male,IT Fundamentals,Operating Systems,74,Absent,2024-08-20
683,86,Mohammed Al Falasi,Male,IT Fundamentals,Operating Systems,79,Present,2024-09-22
684,86,Mohammed Al Falasi,Male,IT Fundamentals,Networking,87,Present,2024-09-03
685,86,Mohammed Al Falasi,Male,IT Fundamentals,Troubleshooting,86,Present,2024-09-22
686,86,Mohammed Al Falasi,Male,IT Fundamentals,Security Basics,72,Present,2024-08-12
687,86,Mohammed Al Falasi,Male,IT Fundamentals,IT Support,91,Absent,2024-09-09
688,86,Mohammed Al Falasi,Male,IT Fundamentals,Troubleshooting,62,Present,2024-08-10
689,87,Khalid Al Darmaki,Male,Python Basics,OOP,41,Present,2024-07-11
690,87,Khalid Al Darmaki,Male,Python Basics,Data Types,75,Present,2024-07-16
691,87,Khalid Al Darmaki,Male,Python Basics,Functions,67,Present,2024-09-03
692,87,Khalid Al Darmaki,Male,Python Basics,Functions,73,Present,2024-08-21
693,87,Khalid Al Darmaki,Male,Python Basics,Functions,45,Present,2024-09-09
694,87,Khalid Al Darmaki,Male,Python Basics,Functions,68,Absent,2024-09-07
695,87,Khalid Al Darmaki,Male,Python Basics,Loops,72,Present,2024-08-12
696,87,Khalid Al Darmaki,Male,Python Basics,Data Types,78,Present,2024-08-20
697,88,Mohammed Al Shamsi,Male,Data Analysis,Statistics,100,Present,2024-08-09
698,88,Mohammed Al Shamsi,Male,Data Analysis,SQL Basics,94,Present,2024-08-02
699,88,Mohammed Al Shamsi,Male,Data Analysis,SQL Basics,72,Present,2024-08-20
700,88,Mohammed Al Shamsi,Male,Data Analysis,Excel,64,Absent,2024-09-09
701,88,Mohammed Al Shamsi,Male,Data Analysis,Data Cleaning,71,Present,2024-07-26
702,88,Mohammed Al Shamsi,Male,Data Analysis,Statistics,85,Present,2024-09-29
703,88,Mohammed Al Shamsi,Male,Data Analysis,Data Cleaning,73,Present,2024-08-03
704,88,Mohammed Al Shamsi,Male,Data Analysis,Data Cleaning,80,Present,2024-07-02
705,89,Rashid Al Marri,Male,Web Development,Responsive Design,53,Present,2024-07-02
706,89,Rashid Al Marri,Male,Web Development,HTML/CSS,67,Present,2024-09-16
707,89,Rashid Al Marri,Male,Web Development,APIs,50,Present,2024-07-18
708,89,Rashid Al Marri,Male,Web Development,JavaScript,57,Present,2024-08-05
709,89,Rashid Al Marri,Male,Web Development,HTML/CSS,76,Present,2024-09-02
710,89,Rashid Al Marri,Male,Web Development,APIs,43,Absent,2024-07-19
711,89,Rashid Al Marri,Male,Web Development,JavaScript,59,Present,2024-07-10
712,89,Rashid Al Marri,Male,Web Development,HTML/CSS,93,Present,2024-07-06
713,90,Rashid Al Suwaidi,Male,Web Development,APIs,63,Present,2024-07-20
714,90,Rashid Al Suwaidi,Male,Web Development,Debugging,79,Present,2024-08-06
715,90,Rashid Al Suwaidi,Male,Web Development,Forms,56,Present,2024-09-11
716,90,Rashid Al Suwaidi,Male,Web Development,Responsive Design,66,Absent,2024-09-20
717,90,Rashid Al Suwaidi,Male,Web Development,Forms,69,Present,2024-08-02
718,90,Rashid Al Suwaidi,Male,Web Development,Responsive Design,49,Present,2024-08-28
719,90,Rashid Al Suwaidi,Male,Web Development,APIs,45,Absent,2024-09-14
720,90,Rashid Al Suwaidi,Male,Web Development,Responsive Design,78,Present,2024-07-14
721,91,Mohammed Al Ameri,Male,Web Development,JavaScript,80,Present,2024-09-08
722,91,Mohammed Al Ameri,Male,Web Development,Responsive Design,90,Present,2024-09-02
723,91,Mohammed Al Ameri,Male,Web Development,JavaScript,82,Present,2024-08-03
724,91,Mohammed Al Ameri,Male,Web Development,Debugging,83,Absent,2024-09-02
725,91,Mohammed Al Ameri,Male,Web Development,JavaScript,70,Present,2024-07-05
726,91,Mohammed Al Ameri,Male,Web Development,Debugging,76,Absent,2024-09-19
727,91,Mohammed Al Ameri,Male,Web Development,Debugging,75,Present,2024-08-23
728,91,Mohammed Al Ameri,Male,Web Development,JavaScript,95,Present,2024-09-17
729,92,Rashid Al Kaabi,Male,Python Basics,Functions,90,Present,2024-08-21
730,92,Rashid Al Kaabi,Male,Python Basics,OOP,82,Present,2024-09-26
731,92,Rashid Al Kaabi,Male,Python Basics,OOP,92,Present,2024-07-23
732,92,Rashid Al Kaabi,Male,Python Basics,Files,85,Absent,2024-09-28
733,92,Rashid Al Kaabi,Male,Python Basics,Files,100,Present,2024-08-04
734,92,Rashid Al Kaabi,Male,Python Basics,Functions,85,Present,2024-09-15
735,92,Rashid Al Kaabi,Male,Python Basics,Files,94,Present,2024-07-11
736,92,Rashid Al Kaabi,Male,Python Basics,Debugging,61,Present,2024-08-20
737,93,Abdullah Al Qasimi,Male,Web Development,Responsive Design,85,Present,2024-07-18
738,93,Abdullah Al Qasimi,Male,Web Development,JavaScript,87,Present,2024-08-06
739,93,Abdullah Al Qasimi,Male,Web Development,Forms,82,Present,2024-07-08
740,93,Abdullah Al Qasimi,Male,Web Development,JavaScript,81,Present,2024-09-08
741,93,Abdullah Al Qasimi,Male,Web Development,HTML/CSS,83,Present,2024-09-16
742,93,Abdullah Al Qasimi,Male,Web Development,Forms,98,Present,2024-09-19
743,93,Abdullah Al Qasimi,Male,Web Development,HTML/CSS,100,Absent,2024-09-20
744,93,Abdullah Al Qasimi,Male,Web Development,JavaScript,68,Present,2024-07-16
745,94,Hamdan Al Neyadi,Male,IT Fundamentals,Security Basics,83,Present,2024-07-06
746,94,Hamdan Al Neyadi,Male,IT Fundamentals,Troubleshooting,86,Present,2024-09-20
747,94,Hamdan Al Neyadi,Male,IT Fundamentals,Hardware,94,Present,2024-07-04
748,94,Hamdan Al Neyadi,Male,IT Fundamentals,Security Basics,85,Present,2024-08-20
749,94,Hamdan Al Neyadi,Male,IT Fundamentals,IT Support,100,Absent,2024-07-07
750,94,Hamdan Al Neyadi,Male,IT Fundamentals,Troubleshooting,70,Present,2024-09-05
751,94,Hamdan Al Neyadi,Male,IT Fundamentals,IT Support,100,Present,2024-08-30
752,94,Hamdan Al Neyadi,Male,IT Fundamentals,Networking,80,Present,2024-07-08
753,95,Nasser Al Shamsi,Male,Python Basics,Loops,67,Present,2024-07-30
754,95,Nasser Al Shamsi,Male,Python Basics,Functions,77,Present,2024-08-13
755,95,Nasser Al Shamsi,Male,Python Basics,Functions,72,Present,2024-09-29
756,95,Nasser Al Shamsi,Male,Python Basics,Data Types,66,Present,2024-08-14
757,95,Nasser Al Shamsi,Male,Python Basics,Data Types,67,Present,2024-07-24
758,95,Nasser Al Shamsi,Male,Python Basics,Files,59,Absent,2024-07-24
759,95,Nasser Al Shamsi,Male,Python Basics,Debugging,79,Present,2024-09-20
760,95,Nasser Al Shamsi,Male,Python Basics,Functions,59,Absent,2024-07-24
761,96,Saeed Al Balushi,Male,Web Development,HTML/CSS,78,Present,2024-08-06
762,96,Saeed Al Balushi,Male,Web Development,Debugging,68,Absent,2024-09-09
763,96,Saeed Al Balushi,Male,Web Development,Debugging,88,Present,2024-07-14
764,96,Saeed Al Balushi,Male,Web Development,JavaScript,83,Present,2024-08-06
765,96,Saeed Al Balushi,Male,Web Development,Responsive Design,72,Present,2024-09-23
766,96,Saeed Al Balushi,Male,Web Development,JavaScript,71,Present,2024-07-01
767,96,Saeed Al Balushi,Male,Web Development,HTML/CSS,90,Present,2024-07-11
768,96,Saeed Al Balushi,Male,Web Development,HTML/CSS,68,Present,2024-08-25
769,97,Khalid Al Marri,Male,Web Development,APIs,95,Present,2024-07-07
770,97,Khalid Al Marri,Male,Web Development,Responsive Design,91,Present,2024-09-07
771,97,Khalid Al Marri,Male,Web Development,JavaScript,96,Present,2024-08-06
772,97,Khalid Al Marri,Male,Web Development,APIs,100,Present,2024-09-12
773,97,Khalid Al Marri,Male,Web Development,Responsive Design,91,Present,2024-09-19
774,97,Khalid Al Marri,Male,Web Development,APIs,96,Present,2024-08-04
775,97,Khalid Al Marri,Male,Web Development,HTML/CSS,88,Present,2024-08-01
776,97,Khalid Al Marri,Male,Web Development,Debugging,91,Present,2024-07-15
777,98,Khalid Al Suwaidi,Male,Python Basics,Functions,97,Present,2024-08-10
778,98,Khalid Al Suwaidi,Male,Python Basics,Debugging,70,Present,2024-07-30
779,98,Khalid Al Suwaidi,Male,Python Basics,OOP,59,Present,2024-09-05
780,98,Khalid Al Suwaidi,Male,Python Basics,Loops,93,Present,2024-07-30
781,98,Khalid Al Suwaidi,Male,Python Basics,Files,74,Absent,2024-07-04
782,98,Khalid Al Suwaidi,Male,Python Basics,Loops,84,Present,2024-09-10
783,98,Khalid Al Suwaidi,Male,Python Basics,Functions,94,Absent,2024-08-22
784,98,Khalid Al Suwaidi,Male,Python Basics,OOP,94,Absent,2024-08-12
785,99,Khalid Al Shehhi,Male,IT Fundamentals,Hardware,100,Present,2024-08-15
786,99,Khalid Al Shehhi,Male,IT Fundamentals,Operating Systems,85,Present,2024-08-19
787,99,Khalid Al Shehhi,Male,IT Fundamentals,Networking,81,Present,2024-09-29
788,99,Khalid Al Shehhi,Male,IT Fundamentals,Networking,80,Present,2024-07-14
789,99,Khalid Al Shehhi,Male,IT Fundamentals,IT Support,83,Present,2024-08-10
790,99,Khalid Al Shehhi,Male,IT Fundamentals,Troubleshooting,89,Present,2024-08-29
791,99,Khalid Al Shehhi,Male,IT Fundamentals,IT Support,86,Present,2024-07-03
792,99,Khalid Al Shehhi,Male,IT Fundamentals,Security Basics,72,Present,2024-09-20
793,100,Ali Al Shamsi,Male,Web Development,APIs,59,Present,2024-09-17
794,100,Ali Al Shamsi,Male,Web Development,Responsive Design,68,Present,2024-08-07
795,100,Ali Al Shamsi,Male,Web Development,Debugging,72,Present,2024-07-09
796,100,Ali Al Shamsi,Male,Web Development,JavaScript,54,Present,2024-09-28
797,100,Ali Al Shamsi,Male,Web Development,APIs,75,Present,2024-09-24
798,100,Ali Al Shamsi,Male,Web Development,APIs,87,Present,2024-08-18
799,100,Ali Al Shamsi,Male,Web Development,Debugging,79,Present,2024-08-10
800,100,Ali Al Shamsi,Male,Web Development,Forms,63,Present,2024-07-05
801,101,Hessa Al Hammadi,Female,Python Basics,Data Types,50,Present,2024-07-27
802,101,Hessa Al Hammadi,Female,Python Basics,Functions,56,Present,2024-09-05
803,101,Hessa Al Hammadi,Female,Python Basics,Loops,68,Present,2024-07-16
804,101,Hessa Al Hammadi,Female,Python Basics,Debugging,56,Absent,2024-07-15
805,101,Hessa Al Hammadi,Female,Python Basics,OOP,57,Present,2024-08-10
806,101,Hessa Al Hammadi,Female,Python Basics,Loops,69,Present,2024-08-14
807,101,Hessa Al Hammadi,Female,Python Basics,Functions,61,Present,2024-07-16
808,101,Hessa Al Hammadi,Female,Python Basics,Data Types,66,Absent,2024-09-24
809,102,Fatima Al Marri,Female,IT Fundamentals,IT Support,71,Present,2024-08-16
810,102,Fatima Al Marri,Female,IT Fundamentals,Security Basics,82,Present,2024-09-10
811,102,Fatima Al Marri,Female,IT Fundamentals,Operating Systems,84,Present,2024-09-20
812,102,Fatima Al Marri,Female,IT Fundamentals,IT Support,75,Present,2024-08-29
813,102,Fatima Al Marri,Female,IT Fundamentals,Networking,86,Present,2024-08-02
814,102,Fatima Al Marri,Female,IT Fundamentals,Troubleshooting,84,Present,2024-09-15
815,102,Fatima Al Marri,Female,IT Fundamentals,Security Basics,81,Present,2024-09-21
816,102,Fatima Al Marri,Female,IT Fundamentals,Networking,77,Present,2024-07-04
817,103,Mariam Al Darmaki,Female,Python Basics,Files,67,Absent,2024-08-17
818,103,Mariam Al Darmaki,Female,Python Basics,Debugging,63,Present,2024-08-19
819,103,Mariam Al Darmaki,Female,Python Basics,Loops,57,Present,2024-08-28
820,103,Mariam Al Darmaki,Female,Python Basics,Debugging,82,Present,2024-09-11
821,103,Mariam Al Darmaki,Female,Python Basics,OOP,62,Absent,2024-07-01
822,103,Mariam Al Darmaki,Female,Python Basics,Functions,92,Absent,2024-08-01
823,103,Mariam Al Darmaki,Female,Python Basics,Functions,65,Present,2024-09-11
824,103,Mariam Al Darmaki,Female,Python Basics,Data Types,90,Present,2024-08-02
825,104,Latifa Al Awadhi,Female,Data Analysis,SQL Basics,71,Absent,2024-08-07
826,104,Latifa Al Awadhi,Female,Data Analysis,Statistics,84,Present,2024-09-22
827,104,Latifa Al Awadhi,Female,Data Analysis,Statistics,81,Absent,2024-08-09
828,104,Latifa Al Awadhi,Female,Data Analysis,Power BI,90,Present,2024-07-14
829,104,Latifa Al Awadhi,Female,Data Analysis,Excel,87,Present,2024-08-15
830,104,Latifa Al Awadhi,Female,Data Analysis,Visualization,82,Present,2024-09-15
831,104,Latifa Al Awadhi,Female,Data Analysis,Power BI,76,Absent,2024-09-22
832,104,Latifa Al Awadhi,Female,Data Analysis,Excel,85,Present,2024-07-15
833,105,Latifa Al Suwaidi,Female,IT Fundamentals,Hardware,41,Present,2024-08-06
834,105,Latifa Al Suwaidi,Female,IT Fundamentals,Troubleshooting,62,Absent,2024-07-12
835,105,Latifa Al Suwaidi,Female,IT Fundamentals,Troubleshooting,44,Present,2024-08-15
836,105,Latifa Al Suwaidi,Female,IT Fundamentals,Security Basics,67,Absent,2024-07-14
837,105,Latifa Al Suwaidi,Female,IT Fundamentals,Security Basics,70,Present,2024-09-03
838,105,Latifa Al Suwaidi,Female,IT Fundamentals,Operating Systems,52,Present,2024-08-18
839,105,Latifa Al Suwaidi,Female,IT Fundamentals,Hardware,56,Present,2024-07-04
840,105,Latifa Al Suwaidi,Female,IT Fundamentals,Troubleshooting,53,Present,2024-08-17
841,106,Aisha Al Hammadi,Female,Python Basics,Debugging,83,Absent,2024-07-05
842,106,Aisha Al Hammadi,Female,Python Basics,Loops,79,Present,2024-07-26
843,106,Aisha Al Hammadi,Female,Python Basics,OOP,79,Present,2024-07-25
844,106,Aisha Al Hammadi,Female,Python Basics,Debugging,77,Present,2024-09-11
845,106,Aisha Al Hammadi,Female,Python Basics,Functions,79,Present,2024-07-19
846,106,Aisha Al Hammadi,Female,Python Basics,Debugging,64,Present,2024-07-05
847,106,Aisha Al Hammadi,Female,Python Basics,Data Types,54,Present,2024-07-12
848,106,Aisha Al Hammadi,Female,Python Basics,Debugging,75,Present,2024-08-02
849,107,Mariam Al Qubaisi,Female,Web Development,Responsive Design,75,Present,2024-07-29
850,107,Mariam Al Qubaisi,Female,Web Development,Debugging,67,Present,2024-09-23
851,107,Mariam Al Qubaisi,Female,Web Development,HTML/CSS,81,Present,2024-07-11
852,107,Mariam Al Qubaisi,Female,Web Development,Responsive Design,83,Present,2024-07-18
853,107,Mariam Al Qubaisi,Female,Web Development,Debugging,71,Present,2024-08-07
854,107,Mariam Al Qubaisi,Female,Web Development,Debugging,72,Present,2024-08-01
855,107,Mariam Al Qubaisi,Female,Web Development,JavaScript,58,Present,2024-08-22
856,107,Mariam Al Qubaisi,Female,Web Development,APIs,64,Absent,2024-09-29
857,108,Amna Al Suwaidi,Female,Python Basics,Loops,59,Present,2024-09-07
858,108,Amna Al Suwaidi,Female,Python Basics,Loops,43,Present,2024-08-09
859,108,Amna Al Suwaidi,Female,Python Basics,Data Types,62,Present,2024-08-03
860,108,Amna Al Suwaidi,Female,Python Basics,Loops,63,Absent,2024-08-19
861,108,Amna Al Suwaidi,Female,Python Basics,Loops,58,Present,2024-07-19
862,108,Amna Al Suwaidi,Female,Python Basics,Data Types,74,Present,2024-08-22
863,108,Amna Al Suwaidi,Female,Python Basics,Debugging,64,Absent,2024-09-25
864,108,Amna Al Suwaidi,Female,Python Basics,Data Types,58,Absent,2024-08-15
865,109,Latifa Al Qasimi,Female,IT Fundamentals,IT Support,79,Present,2024-07-06
866,109,Latifa Al Qasimi,Female,IT Fundamentals,Security Basics,72,Present,2024-07-19
867,109,Latifa Al Qasimi,Female,IT Fundamentals,IT Support,89,Absent,2024-08-01
868,109,Latifa Al Qasimi,Female,IT Fundamentals,Security Basics,67,Present,2024-09-07
869,109,Latifa Al Qasimi,Female,IT Fundamentals,IT Support,61,Present,2024-09-20
870,109,Latifa Al Qasimi,Female,IT Fundamentals,Security Basics,74,Present,2024-07-13
871,109,Latifa Al Qasimi,Female,IT Fundamentals,Hardware,62,Present,2024-09-06
872,109,Latifa Al Qasimi,Female,IT Fundamentals,IT Support,78,Present,2024-07-28
873,110,Salama Al Balushi,Female,Python Basics,OOP,86,Present,2024-07-17
874,110,Salama Al Balushi,Female,Python Basics,Functions,88,Present,2024-09-19
875,110,Salama Al Balushi,Female,Python Basics,Files,64,Absent,2024-09-06
876,110,Salama Al Balushi,Female,Python Basics,OOP,77,Present,2024-07-26
877,110,Salama Al Balushi,Female,Python Basics,Files,75,Present,2024-09-04
878,110,Salama Al Balushi,Female,Python Basics,Debugging,77,Present,2024-08-16
879,110,Salama Al Balushi,Female,Python Basics,Files,90,Present,2024-09-22
880,110,Salama Al Balushi,Female,Python Basics,Functions,86,Present,2024-09-15
881,111,Shaikha Al Neyadi,Female,IT Fundamentals,IT Support,78,Absent,2024-08-11
882,111,Shaikha Al Neyadi,Female,IT Fundamentals,Operating Systems,53,Absent,2024-07-03
883,111,Shaikha Al Neyadi,Female,IT Fundamentals,Troubleshooting,65,Present,2024-07-14
884,111,Shaikha Al Neyadi,Female,IT Fundamentals,Networking,82,Present,2024-07-15
885,111,Shaikha Al Neyadi,Female,IT Fundamentals,Operating Systems,65,Absent,2024-09-21
886,111,Shaikha Al Neyadi,Female,IT Fundamentals,Security Basics,54,Absent,2024-08-16
887,111,Shaikha Al Neyadi,Female,IT Fundamentals,Networking,75,Present,2024-07-07
888,111,Shaikha Al Neyadi,Female,IT Fundamentals,Hardware,77,Absent,2024-09-23
889,112,Salama Al Mansoori,Female,IT Fundamentals,Troubleshooting,59,Absent,2024-07-18
890,112,Salama Al Mansoori,Female,IT Fundamentals,Networking,72,Present,2024-08-18
891,112,Salama Al Mansoori,Female,IT Fundamentals,Operating Systems,69,Present,2024-07-27
892,112,Salama Al Mansoori,Female,IT Fundamentals,Networking,72,Present,2024-07-10
893,112,Salama Al Mansoori,Female,IT Fundamentals,Hardware,62,Present,2024-09-01
894,112,Salama Al Mansoori,Female,IT Fundamentals,Operating Systems,70,Present,2024-07-15
895,112,Salama Al Mansoori,Female,IT Fundamentals,IT Support,50,Present,2024-07-15
896,112,Salama Al Mansoori,Female,IT Fundamentals,Security Basics,63,Present,2024-08-06
897,113,Aisha Al Mansoori,Female,Data Analysis,Data Cleaning,69,Absent,2024-08-13
898,113,Aisha Al Mansoori,Female,Data Analysis,Power BI,94,Present,2024-08-04
899,113,Aisha Al Mansoori,Female,Data Analysis,Visualization,84,Present,2024-07-02
900,113,Aisha Al Mansoori,Female,Data Analysis,Visualization,72,Present,2024-08-28
901,113,Aisha Al Mansoori,Female,Data Analysis,Excel,85,Present,2024-09-24
902,113,Aisha Al Mansoori,Female,Data Analysis,SQL Basics,86,Present,2024-08-18
903,113,Aisha Al Mansoori,Female,Data Analysis,Data Cleaning,80,Present,2024-09-09
904,113,Aisha Al Mansoori,Female,Data Analysis,Excel,84,Present,2024-09-21
905,114,Salama Al Darmaki,Female,IT Fundamentals,Security Basics,81,Absent,2024-08-21
906,114,Salama Al Darmaki,Female,IT Fundamentals,IT Support,95,Present,2024-09-17
907,114,Salama Al Darmaki,Female,IT Fundamentals,Operating Systems,96,Present,2024-09-19
908,114,Salama Al Darmaki,Female,IT Fundamentals,Security Basics,92,Absent,2024-09-02
909,114,Salama Al Darmaki,Female,IT Fundamentals,IT Support,86,Present,2024-07-14
910,114,Salama Al Darmaki,Female,IT Fundamentals,Hardware,84,Present,2024-09-14
911,114,Salama Al Darmaki,Female,IT Fundamentals,Security Basics,69,Present,2024-07-31
912,114,Salama Al Darmaki,Female,IT Fundamentals,Networking,78,Present,2024-07-22
913,115,Mariam Al Mazrouei,Female,Python Basics,Loops,100,Present,2024-09-05
914,115,Mariam Al Mazrouei,Female,Python Basics,Data Types,80,Present,2024-08-12
915,115,Mariam Al Mazrouei,Female,Python Basics,Loops,78,Present,2024-09-02
916,115,Mariam Al Mazrouei,Female,Python Basics,Loops,81,Present,2024-08-01
917,115,Mariam Al Mazrouei,Female,Python Basics,Functions,87,Present,2024-08-24
918,115,Mariam Al Mazrouei,Female,Python Basics,Debugging,86,Present,2024-08-28
919,115,Mariam Al Mazrouei,Female,Python Basics,OOP,89,Present,2024-09-04
920,115,Mariam Al Mazrouei,Female,Python Basics,Loops,83,Present,2024-09-08
921,116,Mariam Al Shamsi,Female,Data Analysis,Statistics,57,Present,2024-07-19
922,116,Mariam Al Shamsi,Female,Data Analysis,Data Cleaning,64,Present,2024-07-23
923,116,Mariam Al Shamsi,Female,Data Analysis,Power BI,93,Present,2024-07-27
924,116,Mariam Al Shamsi,Female,Data Analysis,Visualization,82,Present,2024-08-13
925,116,Mariam Al Shamsi,Female,Data Analysis,Excel,88,Present,2024-08-19
926,116,Mariam Al Shamsi,Female,Data Analysis,Statistics,78,Present,2024-07-31
927,116,Mariam Al Shamsi,Female,Data Analysis,SQL Basics,86,Present,2024-07-25
928,116,Mariam Al Shamsi,Female,Data Analysis,Statistics,71,Present,2024-08-08
929,117,Hessa Al Qubaisi,Female,Data Analysis,Power BI,63,Present,2024-09-20
930,117,Hessa Al Qubaisi,Female,Data Analysis,Data Cleaning,64,Absent,2024-09-01
931,117,Hessa Al Qubaisi,Female,Data Analysis,Statistics,85,Present,2024-08-15
932,117,Hessa Al Qubaisi,Female,Data Analysis,SQL Basics,57,Present,2024-09-24
933,117,Hessa Al Qubaisi,Female,Data Analysis,Visualization,72,Present,2024-08-04
934,117,Hessa Al Qubaisi,Female,Data Analysis,Excel,94,Present,2024-09-11
935,117,Hessa Al Qubaisi,Female,Data Analysis,Data Cleaning,93,Present,2024-09-03
936,117,Hessa Al Qubaisi,Female,Data Analysis,Data Cleaning,92,Present,2024-09-20
937,118,Latifa Al Shamsi,Female,Web Development,HTML/CSS,72,Present,2024-08-25
938,118,Latifa Al Shamsi,Female,Web Development,APIs,88,Present,2024-07-14
939,118,Latifa Al Shamsi,Female,Web Development,APIs,63,Present,2024-08-11
940,118,Latifa Al Shamsi,Female,Web Development,APIs,70,Present,2024-08-19
941,118,Latifa Al Shamsi,Female,Web Development,Debugging,95,Present,2024-09-18
942,118,Latifa Al Shamsi,Female,Web Development,Responsive Design,89,Present,2024-07-13
943,118,Latifa Al Shamsi,Female,Web Development,Forms,79,Present,2024-08-22
944,118,Latifa Al Shamsi,Female,Web Development,JavaScript,61,Present,2024-07-14
945,119,Noora Al Marri,Female,Data Analysis,Power BI,74,Present,2024-08-25
946,119,Noora Al Marri,Female,Data Analysis,SQL Basics,100,Present,2024-09-28
947,119,Noora Al Marri,Female,Data Analysis,Data Cleaning,100,Present,2024-07-19
948,119,Noora Al Marri,Female,Data Analysis,Power BI,100,Present,2024-09-25
949,119,Noora Al Marri,Female,Data Analysis,SQL Basics,75,Present,2024-08-27
950,119,Noora Al Marri,Female,Data Analysis,Visualization,82,Absent,2024-08-11
951,119,Noora Al Marri,Female,Data Analysis,Power BI,94,Present,2024-09-04
952,119,Noora Al Marri,Female,Data Analysis,Visualization,100,Present,2024-07-23
953,120,Maryam Al Kaabi,Female,Python Basics,Files,65,Present,2024-07-31
954,120,Maryam Al Kaabi,Female,Python Basics,OOP,60,Absent,2024-08-06
955,120,Maryam Al Kaabi,Female,Python Basics,Data Types,57,Present,2024-09-05
956,120,Maryam Al Kaabi,Female,Python Basics,Debugging,75,Absent,2024-08-10
957,120,Maryam Al Kaabi,Female,Python Basics,Files,73,Present,2024-07-10
958,120,Maryam Al Kaabi,Female,Python Basics,OOP,71,Present,2024-07-14
959,120,Maryam Al Kaabi,Female,Python Basics,Loops,65,Present,2024-07-04
960,120,Maryam Al Kaabi,Female,Python Basics,Functions,42,Present,2024-07-04
961,121,Salama Al Ketbi,Female,Data Analysis,Power BI,77,Absent,2024-09-27
962,121,Salama Al Ketbi,Female,Data Analysis,Excel,82,Present,2024-08-11
963,121,Salama Al Ketbi,Female,Data Analysis,Excel,77,Absent,2024-08-19
964,121,Salama Al Ketbi,Female,Data Analysis,Excel,81,Present,2024-09-12
